,zone_id,mean_pollen,median_pollen,max_pollen,min_pollen,std_pollen,range_pollen,sum_pollen
0,A1,19.399513244628906,19.020069122314453,21.550735473632812,18.007183074951172,1.4278972337066693,3.5435523986816406,77.59805297851562
1,A2,13.055674235026041,13.25279426574707,13.47329330444336,12.440932273864746,0.4439105286972746,1.0323610305786133,39.167022705078125
2,A3,16.961875915527344,16.63815689086914,19.12312126159668,15.018198013305664,1.5439719974671509,4.104923248291016,101.77125549316406
3,A4,16.80426788330078,16.862138748168945,18.6881160736084,14.804676055908203,1.4571276697765532,3.8834400177001953,67.21707153320312
4,A5,19.656431198120117,19.521207809448242,20.441469192504883,19.141841888427734,0.5178953442259558,1.2996273040771484,78.62572479248047
5,A6,20.77559534708659,20.846914291381836,21.268251419067383,20.123125076293945,0.38549651238552457,1.1451263427734375,124.65357208251953
6,A7,22.02837562561035,22.144548416137695,22.824731826782227,20.999675750732422,0.6692949053647842,1.8250560760498047,88.1135025024414
7,A8,21.545047760009766,21.487590789794922,22.165973663330078,21.114168167114258,0.28507492641578996,1.0518054962158203,172.36038208007812
8,B1,19.146522521972656,19.14256477355957,19.56928253173828,18.73167610168457,0.3494782047986439,0.8376064300537109,76.58609008789062
9,B10,21.63714738325639,21.68861961364746,22.667957305908203,20.75533103942871,0.5155483764117564,1.9126262664794922,238.0086212158203
10,B11,22.566385904947918,22.45093536376953,24.15021324157715,21.824214935302734,0.6498269801930064,2.325998306274414,270.796630859375
11,B12,24.818898518880207,24.795795440673828,25.77672004699707,23.884180068969727,0.7727988984959767,1.8925399780273438,74.45669555664062
12,B2,13.195367813110352,13.195367813110352,13.86816120147705,12.522575378417969,0.67279291152971,1.345585823059082,26.390735626220703
13,B3,14.939351399739584,15.041300773620605,15.190591812133789,14.586160659790039,0.2570726994716019,0.60443115234375,44.81805419921875
14,B4,21.513023376464844,21.53105926513672,22.285127639770508,19.427534103393555,0.5725782909035461,2.857593536376953,516.3125610351562
15,B5,23.1584955851237,23.058395385742188,23.446626663208008,22.97046661376953,0.2068771472337716,0.47616004943847656,69.4754867553711
16,B6,20.87481454702524,20.884164810180664,21.382808685302734,20.088016510009766,0.35441933929148606,1.2947921752929688,271.3725891113281
17,B7,20.73740495954241,20.714893341064453,21.065196990966797,20.06060791015625,0.3171814597789551,1.0045890808105469,145.16183471679688
