,zone_id,mean,median,max,min,std,range,sum
0,A1,37.501399993896484,37.873355865478516,40.08285903930664,34.176029205322266,2.3686304049062215,5.906829833984375,150.00559997558594
1,A2,49.26093037923177,48.84366989135742,50.41590118408203,48.52322006225586,0.8270994270280323,1.8926811218261719,147.7827911376953
2,A3,39.916674296061196,39.431480407714844,44.74322509765625,36.00718307495117,3.1009579928654585,8.736042022705078,239.5000457763672
3,A4,42.075130462646484,41.7573356628418,46.375789642333984,38.41006088256836,2.932278886584361,7.965728759765625,168.30052185058594
4,A5,36.78232955932617,36.95861053466797,37.54747772216797,35.66461181640625,0.7613769178391679,1.8828659057617188,147.1293182373047
5,A6,33.43997446695963,33.90679168701172,34.70552062988281,31.541584014892578,1.195357885053823,3.1639366149902344,200.6398468017578
6,A7,31.178382873535156,31.396503448486328,33.23744201660156,28.68308448791504,1.6259391095018527,4.554357528686523,124.71353149414062
7,A8,27.19321632385254,26.605335235595703,29.98615074157715,25.279518127441406,1.6923916860186738,4.706632614135742,217.5457305908203
8,B1,36.40549087524414,36.03205871582031,38.18025588989258,35.37758255004883,1.072209394368745,2.80267333984375,145.62196350097656
9,B10,28.680103648792613,28.812301635742188,32.44432067871094,25.640710830688477,2.2133738098475884,6.803609848022461,315.48114013671875
10,B11,26.91552734375,27.487049102783203,28.092485427856445,24.267744064331055,1.2144546081320569,3.8247413635253906,322.986328125
11,B12,23.777598063151043,24.34546661376953,24.444746017456055,22.542579650878906,0.8742294821472019,1.9021663665771484,71.33279418945312
12,B2,48.72087860107422,48.72087860107422,50.22957229614258,47.212188720703125,1.5086917877209323,3.017383575439453,97.44175720214844
13,B3,43.906534830729164,45.0333366394043,45.17215347290039,41.51410675048828,1.692649302382704,3.6580467224121094,131.7196044921875
14,B4,31.508504231770832,31.763330459594727,34.42811584472656,28.541791915893555,1.5838715094516325,5.886323928833008,756.2041015625
15,B5,28.96722666422526,29.41010284423828,30.098634719848633,27.392942428588867,1.1481280929881255,2.7056922912597656,86.90167999267578
16,B6,30.892742450420673,30.66591453552246,33.90935134887695,28.940265655517578,1.468738997924729,4.969085693359375,401.60565185546875
17,B7,32.344613211495535,32.3218994140625,32.654396057128906,32.002681732177734,0.19513088531856337,0.6517143249511719,226.41229248046875
18,B8,30.462627410888672,30.27881622314453,32.074466705322266,29.218408584594727,1.033624121788745,2.856058120727539,121.85050964355469
19,B9,30.91488370028409,31.002948760986328,32.443634033203125,29.618457794189453,0.8676351507974576,2.825176239013672,340.063720703125
20,C1,35.09734090169271,34.84646224975586,36.54499435424805,33.93619918823242,1.0736759844336587,2.608795166015625,210.58404541015625
