,zone_id,mean,median,max,min,std,range,sum
0,A1,28.644264914772727,28.631385803222656,29.711669921875,27.777812957763672,0.5514345464490301,1.9338569641113281,630.173828125
1,A2,28.312660217285156,28.23883056640625,28.916439056396484,27.896791458129883,0.33908412873532257,1.0196475982666016,226.50128173828125
2,B1,28.914874267578124,28.74965476989746,30.258625030517578,28.132919311523438,0.5654504375660107,2.1257057189941406,433.7231140136719
3,B10,34.2628173828125,34.13132095336914,34.87785339355469,33.910770416259766,0.3665693443885527,0.9670829772949219,137.05126953125
4,B11,34.06634521484375,34.06634521484375,34.06634521484375,34.06634521484375,0.0,0.0,34.06634521484375
5,B2,29.773760477701824,29.71466064453125,30.534446716308594,29.097291946411133,0.4249244202171458,1.437154769897461,357.2851257324219
6,B3,31.126627604166668,31.393951416015625,31.790088653564453,30.185590744018555,0.6488410444946662,1.6044979095458984,280.1396484375
7,B4,30.33756446838379,30.33756446838379,30.33756446838379,30.33756446838379,0.0,0.0,30.33756446838379
8,B5,32.202829461348685,32.30852127075195,32.82303237915039,30.845251083374023,0.49553215324653294,1.9777812957763672,1223.70751953125
9,B6,31.909013748168945,31.909013748168945,32.100608825683594,31.717418670654297,0.19159507751464844,0.3831901550292969,63.81802749633789
10,B7,32.2170524597168,32.2170524597168,32.2170524597168,32.2170524597168,0.0,0.0,32.2170524597168
11,B8,32.61294301350912,32.61326599121094,32.742889404296875,32.50002670288086,0.10325122781571228,0.24286270141601562,195.6776580810547
12,B9,31.778976440429688,31.809762954711914,32.07051467895508,31.335132598876953,0.2360920899410462,0.735382080078125,190.67385864257812
13,C1,30.652664184570312,30.752456665039062,31.829967498779297,28.658056259155273,0.6666761843625251,3.1719112396240234,613.0532836914062
14,C10,34.16698688009511,34.104610443115234,35.011287689208984,33.35826110839844,0.4785997436961197,1.6530265808105469,785.8406982421875
15,C11,34.586822509765625,34.9388542175293,35.191654205322266,33.08060073852539,0.6694188782513955,2.111053466796875,449.6286926269531
16,C12,35.75738002232143,35.741390228271484,38.30963134765625,32.40769958496094,1.2215869615141188,5.9019317626953125,2503.0166015625
17,C13,35.77277628580729,35.678077697753906,36.917503356933594,34.904808044433594,0.6580941987882456,2.0126953125,429.2733154296875
18,C14,35.18854777018229,35.29141616821289,35.7603759765625,34.27920150756836,0.4342561680779291,1.4811744689941406,633.3938598632812
19,C15,34.99228515625,35.013553619384766,36.02836608886719,33.97684860229492,0.589019881409082,2.0515174865722656,1049.7685546875
20,C16,34.17192459106445,34.2264404296875,34.94998550415039,33.11638259887695,0.4948834084914901,1.8336029052734375,546.7507934570312
21,C17,32.61848551432292,32.738155364990234,33.17593765258789,31.430530548095703,0.4517122815918295,1.7454071044921875,489.27728271484375
22,C18,33.329558454241074,33.5086784362793,34.46943283081055,31.591781616210938,0.6788348160972829,2.8776512145996094,1166.5345458984375
23,C19,34.087365044487846,34.09674072265625,34.68742752075195,33.003231048583984,0.4077706154840254,1.6841964721679688,1227.1451416015625
24,C2,30.73222961425781,30.896753311157227,32.14985275268555,28.152456283569336,1.008390653842728,3.997396469116211,614.6445922851562
25,C20,33.75857162475586,33.75857162475586,33.75857162475586,33.75857162475586,0.0,0.0,33.75857162475586
26,C21,34.53707978219697,34.83505630493164,35.997100830078125,32.52742385864258,0.933659735055356,3.469676971435547,1139.7236328125
27,C22,33.32316010573815,33.286128997802734,33.98149490356445,31.95696449279785,0.40273776934923855,2.0245304107666016,966.3716430664062
28,C23,37.667751736111114,37.42656707763672,38.39689636230469,37.2808952331543,0.39423904190583137,1.1160011291503906,339.009765625
29,C3,32.30440775553385,32.491943359375,32.97252655029297,30.868732452392578,0.5563445962605426,2.1037940979003906,775.3057861328125
30,C4,31.748091264204547,31.722896575927734,32.85860061645508,30.020475387573242,0.9419810076826781,2.838125228881836,349.22900390625
31,C5,32.613671875,32.723182678222656,32.9345817565918,31.806270599365234,0.3199988931833608,1.1283111572265625,326.13671875
32,C6,33.110940551757814,33.14629364013672,33.308204650878906,32.69315719604492,0.22047233389836204,0.6150474548339844,165.55470275878906
33,C7,33.94295959472656,33.87089538574219,34.68341827392578,33.3452033996582,0.4264035328011555,1.3382148742675781,339.4295959472656
34,C8,33.625244140625,33.74183654785156,33.99078369140625,33.07979965209961,0.30042396498581336,0.9109840393066406,269.001953125
35,C9,33.3976171875,33.545799255371094,34.50810623168945,32.15056228637695,0.6314754093872372,2.3575439453125,834.9404296875
36,D1,33.613878973599135,33.696712493896484,33.96806716918945,32.95363998413086,0.2240481718253422,1.0144271850585938,974.802490234375
37,D2,32.973722759046055,33.00638961791992,33.405029296875,32.5298957824707,0.21716268135894554,0.8751335144042969,626.500732421875
38,D3,32.30633310171274,32.47584533691406,32.855064392089844,31.64597511291504,0.42685124391575285,1.2090892791748047,419.9823303222656
39,D4,32.153045654296875,32.22584533691406,32.826656341552734,31.397668838500977,0.48509242522821683,1.4289875030517578,771.673095703125
40,D5,33.02905782063802,33.06047821044922,33.732513427734375,32.0327033996582,0.43646417465266923,1.6998100280761719,792.6973876953125
41,D6,32.4813232421875,32.60253143310547,33.24612045288086,31.022546768188477,0.5498898082686046,2.223573684692383,1299.2529296875
42,D7,34.37894984654018,34.34900665283203,35.867767333984375,33.070125579833984,0.6719113878645973,2.7976417541503906,962.610595703125
43,E1,33.801578521728516,33.81032943725586,34.48210906982422,33.078208923339844,0.5385775747600193,1.403900146484375,270.4126281738281
44,Industrial,32.667236328125,32.73461151123047,34.630794525146484,28.61280632019043,1.0322669464159482,6.017988204956055,3103.387451171875
45,Commercial,32.78561123934659,33.20612716674805,33.765865325927734,30.629301071166992,1.0618563954726974,3.136564254760742,360.6417236328125
