,zone_id,mean,median,max,min,std,range,sum
0,A1,7.607922640713778,7.646312713623047,8.802136421203613,6.798122882843018,0.48171491502269004,2.0040135383605957,167.37429809570312
1,A2,8.03364372253418,7.903552055358887,8.635773658752441,7.466573715209961,0.4466825287137157,1.1691999435424805,64.26914978027344
2,B1,7.899854024251302,7.810205936431885,8.900224685668945,7.439960479736328,0.36991355007472276,1.4602642059326172,118.49781036376953
3,B10,8.22654914855957,8.274421691894531,8.336831092834473,8.020520210266113,0.12529918391137684,0.3163108825683594,32.90619659423828
4,B11,8.656046867370605,8.656046867370605,8.656046867370605,8.656046867370605,0.0,0.0,8.656046867370605
5,B2,8.95261255900065,8.877886772155762,9.773558616638184,8.425432205200195,0.3467763828547169,1.3481264114379883,107.43135070800781
6,B3,8.059273613823784,7.904500484466553,8.968399047851562,7.503531455993652,0.5029416187005364,1.4648675918579102,72.53346252441406
7,B4,10.402225494384766,10.402225494384766,10.402225494384766,10.402225494384766,0.0,0.0,10.402225494384766
8,B5,10.668663426449424,10.552011489868164,14.178264617919922,7.869169235229492,1.0579062246656112,6.30909538269043,405.4092102050781
9,B6,9.78128719329834,9.78128719329834,9.834258079528809,9.728316307067871,0.05297088623046875,0.1059417724609375,19.56257438659668
10,B7,9.683501243591309,9.683501243591309,9.683501243591309,9.683501243591309,0.0,0.0,9.683501243591309
11,B8,10.40248934427897,10.327383041381836,11.10555362701416,9.923856735229492,0.39738036588806686,1.181696891784668,62.41493606567383
12,B9,9.658831278483072,9.803411483764648,10.255599021911621,8.953473091125488,0.5116992903938463,1.3021259307861328,57.95298767089844
13,C1,10.051628875732423,10.012063980102539,11.242671012878418,8.903934478759766,0.6398118060811272,2.3387365341186523,201.03257751464844
14,C10,11.872213612432065,11.744525909423828,18.39430809020996,8.70370864868164,2.4289860624801984,9.69059944152832,273.0609130859375
15,C11,11.301776592548077,11.487635612487793,13.54759693145752,9.412511825561523,1.2358435709398896,4.135085105895996,146.923095703125
16,C12,9.836161586216518,8.514236450195312,22.5816650390625,7.074554920196533,3.552328253355954,15.507110118865967,688.5313110351562
