,zone_id,mean_pollen,median_pollen,max_pollen,min_pollen,std_pollen,range_pollen,sum_pollen
0,A1,16.41288896040483,16.388202667236328,18.145286560058594,15.118151664733887,0.8442321458669464,3.027134895324707,361.08355712890625
1,A2,16.29982566833496,16.198097229003906,17.8475284576416,15.23340129852295,0.829616189099044,2.6141271591186523,130.3986053466797
2,B1,16.69570109049479,16.683067321777344,17.49883270263672,15.409469604492188,0.568833285616636,2.0893630981445312,250.43551635742188
3,B10,18.922176361083984,18.70433807373047,20.259511947631836,18.020517349243164,0.8294064119771173,2.238994598388672,75.68870544433594
4,B11,16.367582321166992,16.367582321166992,16.367582321166992,16.367582321166992,0.0,0.0,16.367582321166992
5,B2,19.792205810546875,19.820587158203125,20.801176071166992,18.665077209472656,0.6891440711033228,2.136098861694336,237.5064697265625
6,B3,16.899127536349827,17.208507537841797,17.944595336914062,15.977161407470703,0.7185892735555502,1.9674339294433594,152.09214782714844
7,B4,20.355894088745117,20.355894088745117,20.355894088745117,20.355894088745117,0.0,0.0,20.355894088745117
8,B5,22.281092593544408,21.61062240600586,27.14194679260254,16.131620407104492,2.5798973571365855,11.010326385498047,846.6815185546875
9,B6,22.01805877685547,22.01805877685547,22.405548095703125,21.630571365356445,0.3874883651745134,0.7749767303466797,44.03611755371094
10,B7,22.80759620666504,22.80759620666504,22.80759620666504,22.80759620666504,0.0,0.0,22.80759620666504
11,B8,23.294815063476562,23.34198760986328,24.017953872680664,22.33100128173828,0.6241249754188988,1.6869525909423828,139.76889038085938
12,B9,22.64466603597005,22.701351165771484,24.15611457824707,21.449087142944336,0.9401635250901128,2.7070274353027344,135.8679962158203
13,C1,21.519830322265626,21.79747200012207,23.43578338623047,18.18195343017578,1.5042777449718066,5.2538299560546875,430.3966064453125
14,C10,21.145538330078125,21.54884910583496,23.73895263671875,17.622928619384766,1.6745055228897796,6.116024017333984,486.3473815917969
15,C11,20.377166748046875,20.097259521484375,22.46615219116211,18.793224334716797,1.0015307863017735,3.6729278564453125,264.9031677246094
16,C12,17.80496826171875,18.105125427246094,22.820592880249023,13.681450843811035,1.8773434754893228,9.139142036437988,1246.3477783203125
17,C13,17.322715759277344,17.430063247680664,19.545856475830078,14.77763557434082,1.509657056046738,4.768220901489258,207.87258911132812
18,C14,20.00763617621528,19.57179832458496,23.400897979736328,17.880706787109375,1.6363959863143913,5.520191192626953,360.137451171875
19,C15,18.95871785481771,18.90152359008789,21.441179275512695,16.876373291015625,1.1095466860052396,4.56480598449707,568.7615356445312
20,C16,19.67902374267578,19.76826286315918,20.37046241760254,18.6647891998291,0.4942650471811615,1.7056732177734375,314.8643798828125
21,C17,18.57199503580729,18.64932632446289,19.830236434936523,16.522701263427734,0.7988994124667141,3.307535171508789,278.5799255371094
22,C18,19.319301060267858,19.440603256225586,20.560922622680664,17.630935668945312,0.6914992838504074,2.9299869537353516,676.175537109375
23,C19,18.617828369140625,18.37060546875,22.374052047729492,17.42203712463379,0.8211681635705197,4.952014923095703,670.2418212890625
24,C2,23.766009521484374,23.3271427154541,27.223281860351562,20.789091110229492,1.5810892921316624,6.43419075012207,475.3201904296875
25,C20,19.07967758178711,19.07967758178711,19.07967758178711,19.07967758178711,0.0,0.0,19.07967758178711
26,C21,18.681901411576703,18.560550689697266,21.274229049682617,15.38223934173584,1.552233207010299,5.891989707946777,616.5027465820312
27,C22,17.612568822400323,17.605159759521484,18.953126907348633,15.957438468933105,0.8640422965406127,2.9956884384155273,510.7644958496094
28,C23,14.627326117621529,14.694494247436523,15.344260215759277,13.425392150878906,0.5468771263612225,1.918868064880371,131.64593505859375
29,C3,24.273696899414062,24.228652954101562,26.90449333190918,22.58642578125,0.8502131372758452,4.31806755065918,582.5687255859375
30,C4,24.23538762872869,24.10248565673828,25.949968338012695,22.588701248168945,0.9677861541470202,3.36126708984375,266.5892639160156
31,C5,24.409869384765624,24.51573944091797,25.554323196411133,22.99932861328125,0.6829508522982658,2.554994583129883,244.09869384765625
32,C6,22.03441925048828,21.707653045654297,23.233245849609375,21.375967025756836,0.6541128156866065,1.857278823852539,110.1720962524414
33,C7,19.355503845214844,18.83531951904297,22.220491409301758,17.723705291748047,1.545458178060957,4.496786117553711,193.55503845214844
34,C8,21.283662796020508,21.084060668945312,22.086095809936523,20.614919662475586,0.5282749758939976,1.4711761474609375,170.26930236816406
35,C9,21.9986083984375,21.874547958374023,24.25452995300293,20.838167190551758,0.7259920320722706,3.416362762451172,549.9652099609375
36,D1,19.062828327047413,19.168603897094727,20.099853515625,17.849355697631836,0.5047257713579154,2.250497817993164,552.822021484375
37,D2,22.324507863898027,22.710205078125,23.863452911376953,20.14463233947754,0.9613870125850392,3.718820571899414,424.1656494140625
38,D3,21.805335411658653,21.80573272705078,23.87759780883789,19.588289260864258,1.3044332318484488,4.289308547973633,283.4693603515625
39,D4,22.68573760986328,22.61144256591797,24.32639503479004,21.24933433532715,0.7815969034900601,3.0770606994628906,544.4577026367188
40,D5,22.13067118326823,22.31932830810547,23.340351104736328,18.323820114135742,1.1310908805249726,5.016530990600586,531.1361083984375
41,D6,23.230117797851562,23.04022216796875,24.497846603393555,22.03841781616211,0.6011326023374883,2.4594287872314453,929.2047119140625
42,D7,17.864589146205358,17.368139266967773,21.074113845825195,15.457141876220703,1.7332288668753846,5.616971969604492,500.20849609375
43,E1,20.059246063232422,20.07720947265625,20.5859317779541,19.33356475830078,0.4571676926037119,1.2523670196533203,160.47396850585938
