,zone_id,mean_pollen,median_pollen,max_pollen,min_pollen,std_pollen,range_pollen,sum_pollen
0,A1,8.46723105690696,8.439635276794434,8.78119945526123,8.280306816101074,0.14238196927448069,0.5008926391601562,186.27908325195312
1,A2,8.584728240966797,8.547507286071777,8.804808616638184,8.458747863769531,0.12221042835206071,0.34606075286865234,68.67782592773438
2,B1,8.473343404134114,8.488883018493652,8.513906478881836,8.400864601135254,0.03479654353400315,0.11304187774658203,127.10015106201172
3,B10,8.741503715515137,8.740020751953125,8.845222473144531,8.640751838684082,0.07726263269188262,0.20447063446044922,34.96601486206055
4,B11,8.65579891204834,8.65579891204834,8.65579891204834,8.65579891204834,0.0,0.0,8.65579891204834
5,B2,9.024485270182291,9.01348876953125,9.316455841064453,8.719403266906738,0.1582753073501754,0.5970525741577148,108.2938232421875
6,B3,8.452684190538195,8.46121883392334,8.694764137268066,8.241958618164062,0.15008557988834836,0.4528055191040039,76.07415771484375
7,B4,9.767237663269043,9.767237663269043,9.767237663269043,9.767237663269043,0.0,0.0,9.767237663269043
8,B5,9.512215062191611,9.291515350341797,10.84505558013916,8.591869354248047,0.50460628361608,2.2531862258911133,361.46417236328125
9,B6,9.436532020568848,9.436532020568848,9.504631042480469,9.368432998657227,0.0680990219116211,0.1361980438232422,18.873064041137695
10,B7,9.673916816711426,9.673916816711426,9.673916816711426,9.673916816711426,0.0,0.0,9.673916816711426
11,B8,9.726226806640625,9.71767807006836,10.032846450805664,9.442070007324219,0.20696618626213803,0.5907764434814453,58.35736083984375
12,B9,9.667775472005209,9.682798385620117,9.744925498962402,9.564154624938965,0.07247940917757037,0.1807708740234375,58.00665283203125
13,C1,9.632815551757812,9.606491088867188,10.0734224319458,9.060622215270996,0.2790773786276747,1.0128002166748047,192.65631103515625
14,C10,9.347761071246603,9.405999183654785,10.429743766784668,8.239123344421387,0.5649835124233265,2.1906204223632812,214.99850463867188
15,C11,9.130077655498798,9.022404670715332,9.786983489990234,8.891772270202637,0.2613827959290845,0.8952112197875977,118.69100952148438
16,C12,8.548491559709822,8.435609817504883,10.378227233886719,7.747656345367432,0.5935202500716016,2.630570888519287,598.3944091796875
17,C13,8.408439000447592,8.251861572265625,9.12429428100586,7.877591133117676,0.39740336179541175,1.2467031478881836,100.9012680053711
18,C14,9.152353922526041,8.952779769897461,9.983168601989746,8.57102108001709,0.46196332886172625,1.4121475219726562,164.74237060546875
