"status","spc_latin","spc_common","boroname","latitude","longitude"
"Alive","Ginkgo biloba","ginkgo","Bronx","40.87235643","-73.83976442"
"Alive","Quercus imbricaria","shingle oak","Bronx","40.87263877","-73.8781486"
"Alive","Ginkgo biloba","ginkgo","Bronx","40.84414633","-73.90934674"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.8714051","-73.83472997"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.834061","-73.92729634"
"Alive","Betula papyrifera","paper birch","Bronx","40.82376516","-73.86345206"
"Alive","Tilia americana","American linden","Bronx","40.84512325","-73.83631776"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.86644495","-73.86840271"
"Alive","Tilia americana","American linden","Bronx","40.84407656","-73.90755429"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.83649842","-73.84447878"
"Alive","Acer platanoides","Norway maple","Bronx","40.83856546","-73.82353326"
"Alive","Acer platanoides","Norway maple","Bronx","40.87373613","-73.84982318"
"Alive","Quercus palustris","pin oak","Bronx","40.81542166","-73.81424377"
"Alive","Quercus palustris","pin oak","Bronx","40.83680935","-73.92844767"
"Alive","Quercus palustris","pin oak","Bronx","40.8556617","-73.86189007"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.88303461","-73.91191718"
"Alive","Prunus cerasifera","purple-leaf plum","Bronx","40.84791254","-73.8560741"
"Alive","Quercus palustris","pin oak","Bronx","40.85292615","-73.83505441"
"Alive","Quercus palustris","pin oak","Bronx","40.85402679","-73.83437798"
"Alive","Quercus robur","English oak","Bronx","40.85745663","-73.87057271"
"Alive","Acer saccharum","sugar maple","Bronx","40.87131002","-73.84224179"
"Alive","Prunus","cherry","Bronx","40.82039025","-73.81096514"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.82236657","-73.86336554"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.8735306","-73.85564042"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.87437401","-73.84697023"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.81987359","-73.81467855"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.81438065","-73.89469075"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.85487996","-73.86780557"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.8562955","-73.86775873"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.8744847","-73.84703016"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.83156153","-73.92037467"
"Alive","Tilia americana","American linden","Bronx","40.83960608","-73.8440561"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.89861262","-73.89733784"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.84040623","-73.91843145"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.84044993","-73.91858357"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.8316845","-73.82412121"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.83080039","-73.92307595"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.8427468","-73.91342309"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.86045724","-73.85666435"
"Alive","Prunus","cherry","Bronx","40.86303371","-73.85463416"
"Alive","Acer saccharum","sugar maple","Bronx","40.86992797","-73.84172317"
"Alive","Acer saccharum","sugar maple","Bronx","40.86102219","-73.85391204"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.89860584","-73.89741837"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.84226171","-73.84437851"
"Alive","Acer saccharum","sugar maple","Bronx","40.82038083","-73.81108208"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.80498649","-73.91480762"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.87166754","-73.8348563"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.83851591","-73.92332441"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.83214052","-73.92125563"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.83217911","-73.92123292"
"Alive","Prunus","cherry","Bronx","40.84016583","-73.92237702"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.8052505","-73.91461045"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.87494572","-73.84727978"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.87483503","-73.84721985"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.86785611","-73.84078015"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.86509052","-73.85296756"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.84036749","-73.92206677"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.87874242","-73.82695026"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.87143119","-73.84789709"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.87173895","-73.83489067"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.86397845","-73.85206403"
"Alive","Ulmus americana","American elm","Bronx","40.86869715","-73.83713034"
"Alive","Ulmus americana","American elm","Bronx","40.86830045","-73.83693813"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.8393923","-73.90900316"
"Alive","Tilia americana","American linden","Bronx","40.84501827","-73.83634529"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.8445977","-73.9092957"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.83415061","-73.9275721"
"Alive","Prunus","cherry","Bronx","40.8662144","-73.85185667"
"Alive","Ginkgo biloba","ginkgo","Bronx","40.83191678","-73.92124067"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.83606716","-73.84497682"
"Alive","Prunus","cherry","Bronx","40.86029983","-73.85436827"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.89836917","-73.85768653"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.86935467","-73.84033583"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.84224799","-73.8678162"
"Alive","Prunus","cherry","Bronx","40.86109156","-73.85102"
"Alive","Prunus","cherry","Bronx","40.88904704","-73.85962976"
"Alive","Prunus","cherry","Bronx","40.86228779","-73.85023352"
"Alive","Prunus","cherry","Bronx","40.863155","-73.86820426"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.84664692","-73.83605756"
"Alive","Prunus cerasifera","purple-leaf plum","Bronx","40.84759595","-73.85582616"
"Alive","Prunus cerasifera","purple-leaf plum","Bronx","40.84732372","-73.85561295"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.89859039","-73.89760172"
"Alive","Malus","crab apple","Bronx","40.84433473","-73.83379085"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.86411646","-73.85299985"
"Alive","Gleditsia triacanthos var. inermis","honeylocust","Bronx","40.876554","-73.84747757"
"Alive","Prunus","cherry","Bronx","40.86315104","-73.86798018"
"Alive","Prunus","cherry","Bronx","40.88589878","-73.85805939"
"Alive","Prunus","cherry","Bronx","40.83912982","-73.90882898"
"Alive","Prunus","cherry","Bronx","40.88582657","-73.85809995"
"Alive","Prunus","cherry","Bronx","40.84482259","-73.84432799"
"Alive","Prunus","cherry","Bronx","40.8354076","-73.92366201"
"Alive","Prunus","cherry","Bronx","40.81961267","-73.81744695"
"Alive","Prunus","cherry","Bronx","40.87247133","-73.85071957"
"Alive","Fraxinus","ash","Bronx","40.87842394","-73.82793025"
"Alive","Fraxinus","ash","Bronx","40.87854191","-73.82756724"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.89814056","-73.85736234"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.89818195","-73.85746892"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.87117229","-73.85773315"
"Alive","Prunus","cherry","Bronx","40.86303454","-73.85468476"
"Alive","Acer saccharum","sugar maple","Bronx","40.8700254","-73.84177013"
"Alive","Prunus cerasifera","purple-leaf plum","Bronx","40.84693825","-73.85531107"
"Alive","Prunus","cherry","Bronx","40.84848317","-73.85650658"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.84235046","-73.84375032"
"Alive","Prunus","cherry","Bronx","40.86922082","-73.8547135"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.86324503","-73.85302874"
"Alive","Prunus","cherry","Bronx","40.84902567","-73.85693028"
"Alive","Prunus","cherry","Bronx","40.87253405","-73.85091074"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.86942458","-73.84864294"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.8473037","-73.83399973"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.87117431","-73.85787631"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.87136159","-73.84776181"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.87866118","-73.82720024"
"Alive","Ulmus americana","American elm","Bronx","40.87158303","-73.84215839"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.82241764","-73.82054034"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.8204844","-73.81615098"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.86460687","-73.85392156"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.86333008","-73.85302592"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.81723243","-73.92984497"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.86382242","-73.850054"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.87862099","-73.82732391"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.83185066","-73.87493998"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.84269399","-73.844448"
"Alive","Prunus","cherry","Bronx","40.86334987","-73.85006631"
"Alive","Acer saccharum","sugar maple","Bronx","40.86434103","-73.84526008"
"Alive","Prunus","cherry","Bronx","40.87974053","-73.85513431"
"Alive","Acer saccharum","sugar maple","Bronx","40.86492591","-73.8662898"
"Alive","Prunus","cherry","Bronx","40.86397964","-73.85380208"
"Alive","Acer saccharum","sugar maple","Bronx","40.87128276","-73.84237612"
"Alive","Prunus","cherry","Bronx","40.8611437","-73.85201734"
"Alive","Prunus","cherry","Bronx","40.86856351","-73.83995282"
"Alive","Prunus","cherry","Bronx","40.86316582","-73.85476946"
"Alive","Prunus","cherry","Bronx","40.83668815","-73.9110042"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.84624489","-73.83610235"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.86778982","-73.8407676"
"Alive","Prunus","cherry","Bronx","40.81950043","-73.81737995"
"Alive","Prunus","cherry","Bronx","40.86285081","-73.84472511"
"Alive","Acer ginnala","Amur maple","Bronx","40.86037001","-73.84821027"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.83373253","-73.82643474"
"Alive","Prunus","cherry","Bronx","40.81551931","-73.81419621"
"Alive","Prunus","cherry","Bronx","40.81993156","-73.81880288"
"Alive","Acer saccharum","sugar maple","Bronx","40.89593865","-73.89794508"
"Alive","Prunus","cherry","Bronx","40.87061806","-73.83532765"
"Alive","Acer saccharum","sugar maple","Bronx","40.86385757","-73.85571281"
"Alive","Acer saccharum","sugar maple","Bronx","40.86475362","-73.84920321"
"Alive","Acer saccharum","sugar maple","Bronx","40.8637518","-73.85207096"
"Alive","Prunus","cherry","Bronx","40.84891102","-73.85421119"
"Alive","Prunus","cherry","Bronx","40.87033419","-73.84788867"
"Alive","Prunus","cherry","Bronx","40.8193352","-73.81728133"
"Alive","Prunus","cherry","Bronx","40.86109077","-73.85096397"
"Alive","Acer saccharum","sugar maple","Bronx","40.86449163","-73.8539254"
"Alive","Prunus","cherry","Bronx","40.83525396","-73.84540428"
"Alive","Prunus","cherry","Bronx","40.84802771","-73.86513413"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.84722262","-73.8335675"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.8396716","-73.90905841"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.86347715","-73.85302105"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.8677718","-73.84079946"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.8472869","-73.83387517"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.87209936","-73.85166559"
"Alive","Gymnocladus dioicus","Kentucky coffeetree","Bronx","40.82890352","-73.81594704"
"Alive","Gymnocladus dioicus","Kentucky coffeetree","Bronx","40.83184755","-73.91709123"
"Alive","Acer platanoides 'Crimson King'","crimson king maple","Bronx","40.81352792","-73.82214854"
"Alive","Quercus bicolor","swamp white oak","Bronx","40.80842237","-73.93040186"
"Alive","Quercus bicolor","swamp white oak","Bronx","40.83021367","-73.92307234"
"Alive","Quercus bicolor","swamp white oak","Bronx","40.81885464","-73.9184133"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.86794676","-73.84851736"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.86092128","-73.84853634"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.83184483","-73.92142961"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.86106353","-73.84901562"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.86046338","-73.85697334"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.86028537","-73.8483507"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.87132614","-73.84294357"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.84177066","-73.87876808"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.86781432","-73.84088204"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.83367817","-73.82654597"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.87145502","-73.85074935"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.86114338","-73.85327981"
"Alive","Robinia pseudoacacia","black locust","Bronx","40.82385508","-73.86192509"
"Alive","Koelreuteria paniculata","golden raintree","Bronx","40.83469853","-73.84527244"
"Alive","Prunus","cherry","Bronx","40.84499466","-73.84448327"
"Alive","Acer saccharum","sugar maple","Bronx","40.83834362","-73.90884934"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.83887793","-73.92289483"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.89855646","-73.89800437"
"Alive","Prunus","cherry","Bronx","40.88502148","-73.85155383"
"Alive","Acer ginnala","Amur maple","Bronx","40.83161289","-73.92142062"
"Alive","Prunus","cherry","Bronx","40.81967567","-73.81748455"
"Alive","Fraxinus","ash","Bronx","40.84186797","-73.86727322"
"Alive","Ulmus parvifolia","Chinese elm","Bronx","40.87355525","-73.87900387"
"Alive","Fraxinus","ash","Bronx","40.83309575","-73.92069357"
"Alive","Prunus","cherry","Bronx","40.87097413","-73.83800637"
"Alive","Quercus rubra","northern red oak","Bronx","40.81771944","-73.93011683"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.86463999","-73.85298249"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.83913988","-73.92215733"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.89882515","-73.85738479"
"Alive","Platanus x acerifolia","London planetree","Bronx","40.86344697","-73.85302205"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.87699478","-73.84536373"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.86293135","-73.85625354"
"Alive","Fraxinus","ash","Bronx","40.8329018","-73.9208077"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.83379439","-73.84311205"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.87367733","-73.8518262"
"Alive","Ginkgo biloba","ginkgo","Bronx","40.84393928","-73.90936484"
"Alive","Fraxinus pennsylvanica","green ash","Bronx","40.82301791","-73.86231621"
"Alive","Fraxinus pennsylvanica","green ash","Bronx","40.8655655","-73.85814725"
"Alive","Tilia tomentosa","silver linden","Bronx","40.83930708","-73.9089863"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.86375749","-73.85771762"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.86370031","-73.85395172"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.86800573","-73.84846704"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.80604645","-73.91760848"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.84383886","-73.87751548"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.83624285","-73.83755753"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.84231745","-73.86816049"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.86390291","-73.85771283"
"Alive","Morus","mulberry","Bronx","40.81774806","-73.93033123"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.83917561","-73.92224446"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.84220009","-73.86835065"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.83710641","-73.8470395"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.8346193","-73.85015968"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.86292868","-73.8560974"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.84053861","-73.9142463"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.8412664","-73.91285738"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.83446308","-73.84205143"
"Alive","Ulmus parvifolia","Chinese elm","Bronx","40.87224694","-73.84800341"
"Alive","Ulmus parvifolia","Chinese elm","Bronx","40.87345179","-73.84937921"
"Alive","Quercus rubra","northern red oak","Bronx","40.83213605","-73.92111083"
"Alive","Quercus rubra","northern red oak","Bronx","40.8396283","-73.92152431"
"Alive","Ulmus parvifolia","Chinese elm","Bronx","40.87216414","-73.84795875"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.84118656","-73.91288391"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.83469469","-73.85017933"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.83832404","-73.91313002"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.83616267","-73.85000622"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.89884418","-73.85859068"
"Alive","Ulmus parvifolia","Chinese elm","Bronx","40.83936304","-73.84144447"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.87396977","-73.85941364"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.84952157","-73.86392972"
"Alive","Ulmus parvifolia","Chinese elm","Bronx","40.89757015","-73.89857754"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.83872046","-73.84100949"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.84154637","-73.91276436"
"Alive","Quercus rubra","northern red oak","Bronx","40.87645895","-73.82862463"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.84780616","-73.85380167"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.84401627","-73.91138078"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.86148229","-73.8464352"
"Alive","Quercus rubra","northern red oak","Bronx","40.84586203","-73.89646004"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.87689067","-73.8453094"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.83127001","-73.92279795"
"Alive","Morus","mulberry","Bronx","40.81773955","-73.93029879"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.86380128","-73.85394836"
"Alive","Quercus rubra","northern red oak","Bronx","40.86966765","-73.83484105"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.82937221","-73.82414665"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.87638367","-73.85445312"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.83234597","-73.82468229"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.86116154","-73.851076"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.87126051","-73.84314648"
"Alive","Ailanthus altissima","tree of heaven","Bronx","40.86773167","-73.85402245"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.83428604","-73.84201029"
"Alive","Morus","mulberry","Bronx","40.8359973","-73.83742206"
"Alive","Quercus rubra","northern red oak","Bronx","40.87602359","-73.8288824"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.87128676","-73.84306532"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.83641614","-73.84970394"
"Alive","Ulmus parvifolia","Chinese elm","Bronx","40.87115649","-73.84639751"
"Alive","Ulmus parvifolia","Chinese elm","Bronx","40.82032306","-73.92682472"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.84352613","-73.87774579"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.86385572","-73.85771439"
"Alive","Quercus rubra","northern red oak","Bronx","40.84616199","-73.89630903"
"Alive","Quercus rubra","northern red oak","Bronx","40.84593894","-73.89642132"
"Alive","Quercus rubra","northern red oak","Bronx","40.84338613","-73.90776159"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.89873888","-73.85866171"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.8740117","-73.8518518"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.86383645","-73.85860037"
"Alive","Quercus rubra","northern red oak","Bronx","40.83218962","-73.92107911"
"Alive","Quercus velutina","black oak","Bronx","40.86341774","-73.84352578"
"Alive","Quercus velutina","black oak","Bronx","40.8059741","-73.91743741"
"Alive","Quercus rubra","northern red oak","Bronx","40.83259458","-73.92098846"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.86378383","-73.85771675"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.83574485","-73.84540926"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.84011861","-73.91454432"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.80573304","-73.91686739"
"Alive","Ulmus parvifolia","Chinese elm","Bronx","40.83940917","-73.84151521"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.87710247","-73.84541991"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.86779953","-73.84085332"
"Alive","Quercus rubra","northern red oak","Bronx","40.81767969","-73.92996519"
"Alive","Quercus rubra","northern red oak","Bronx","40.84579025","-73.89649618"
"Alive","Quercus velutina","black oak","Bronx","40.87058922","-73.8431729"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.87479756","-73.84633302"
"Alive","Morus","mulberry","Bronx","40.81774537","-73.93032098"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.83410062","-73.8419672"
"Alive","Quercus velutina","black oak","Bronx","40.89643356","-73.89817939"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.82139374","-73.92777518"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.8372558","-73.91366682"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.86006244","-73.85457047"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.86200582","-73.84641811"
"Alive","Quercus palustris","pin oak","Bronx","40.86545791","-73.85056025"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.86292997","-73.85617258"
"Alive","Quercus palustris","pin oak","Bronx","40.86197565","-73.84816035"
"Alive","Quercus palustris","pin oak","Bronx","40.8414458","-73.91420657"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.84358268","-73.90851321"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.86093853","-73.84955961"
"Alive","Quercus palustris","pin oak","Bronx","40.86949839","-73.84212197"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.84270001","-73.90668835"
"Alive","Quercus palustris","pin oak","Bronx","40.83609603","-73.83747653"
"Alive","Quercus palustris","pin oak","Bronx","40.8389879","-73.84421459"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.86042244","-73.85426383"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.87694375","-73.8453371"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.86054482","-73.85123489"
"Alive","Acer campestre","hedge maple","Bronx","40.86935212","-73.84129491"
"Alive","Quercus palustris","pin oak","Bronx","40.8409997","-73.91391936"
"Alive","Acer rubrum","red maple","Bronx","40.86279239","-73.84887534"
"Alive","Quercus palustris","pin oak","Bronx","40.8669469","-73.85009058"
"Alive","Quercus palustris","pin oak","Bronx","40.86545725","-73.85067956"
"Alive","Quercus palustris","pin oak","Bronx","40.87647211","-73.84619479"
"Alive","Quercus palustris","pin oak","Bronx","40.84046766","-73.9218097"
"Alive","Quercus palustris","pin oak","Bronx","40.83883865","-73.84439385"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.832698","-73.87638697"
"Alive","Quercus palustris","pin oak","Bronx","40.86578975","-73.85012431"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.84136114","-73.9128259"
"Alive","Quercus palustris","pin oak","Bronx","40.86336181","-73.84329211"
"Alive","Ulmus parvifolia","Chinese elm","Bronx","40.89748894","-73.8985994"
"Alive","Acer campestre","hedge maple","Bronx","40.86940785","-73.84784491"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.87123254","-73.84323296"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.87415964","-73.85940726"
"Alive","Zelkova serrata","Japanese zelkova","Bronx","40.87403233","-73.85941154"
"Alive","Tilia tomentosa","silver linden","Bronx","40.85012064","-73.85685739"
"Alive","Quercus palustris","pin oak","Bronx","40.87077452","-73.83442644"
"Alive","Quercus palustris","pin oak","Bronx","40.83869265","-73.84456921"
"Alive","Quercus palustris","pin oak","Bronx","40.8650141","-73.86913858"
"Alive","Pyrus calleryana","Callery pear","Bronx","40.87048921","-73.83526543"
"Alive","Quercus robur","English oak","Bronx","40.86512108","-73.86911772"
"Alive","Acer campestre","hedge maple","Bronx","40.80526879","-73.91576964"
"Alive","Acer rubrum","red maple","Bronx","40.8969822","-73.89843914"
"Alive","Quercus palustris","pin oak","Bronx","40.84130746","-73.91386791"
"Alive","Quercus palustris","pin oak","Bronx","40.85882315","-73.87040047"
"Alive","Acer campestre","hedge maple","Bronx","40.84675953","-73.9103163"
"Alive","Acer campestre","hedge maple","Bronx","40.80558354","-73.91651388"
"Alive","Quercus palustris","pin oak","Bronx","40.87090079","-73.84687773"
"Alive","Acer rubrum","red maple","Bronx","40.83518528","-73.84538852"
"Alive","Acer rubrum","red maple","Bronx","40.84757897","-73.85159279"
"Alive","Quercus palustris","pin oak","Bronx","40.88939786","-73.90458148"
"Alive","Quercus palustris","pin oak","Bronx","40.8723901","-73.85110523"
"Alive","Quercus palustris","pin oak","Bronx","40.86325914","-73.84353043"
"Alive","Quercus palustris","pin oak","Bronx","40.86645133","-73.85010503"
"Alive","Quercus palustris","pin oak","Bronx","40.84341959","-73.90534172"
"Alive","Quercus palustris","pin oak","Bronx","40.86970013","-73.8339088"
"Alive","Quercus palustris","pin oak","Bronx","40.8708109","-73.84325633"
"Alive","Acer rubrum","red maple","Bronx","40.84213467","-73.91780642"
"Alive","Acer rubrum","red maple","Bronx","40.84743282","-73.85147941"
"Alive","Quercus palustris","pin oak","Bronx","40.8892413","-73.90464394"
"Alive","Acer rubrum","red maple","Bronx","40.84715944","-73.85126734"
"Alive","Quercus palustris","pin oak","Bronx","40.83946232","-73.92153945"
"Alive","Quercus palustris","pin oak","Bronx","40.87637559","-73.8461427"
"Alive","Quercus palustris","pin oak","Bronx","40.87656963","-73.84624743"
"Alive","Acer rubrum","red maple","Bronx","40.86498005","-73.85376959"
"Alive","Acer campestre","hedge maple","Bronx","40.84564675","-73.83420333"
"Alive","Quercus palustris","pin oak","Bronx","40.85881828","-73.87014099"
"Alive","Acer rubrum","red maple","Bronx","40.86403286","-73.85394066"
"Alive","Quercus palustris","pin oak","Bronx","40.83138776","-73.82386955"
"Alive","Quercus palustris","pin oak","Bronx","40.81766026","-73.81489163"
"Alive","Quercus palustris","pin oak","Bronx","40.86116787","-73.84550525"
"Alive","Quercus palustris","pin oak","Bronx","40.83889868","-73.84432176"
"Alive","Quercus palustris","pin oak","Bronx","40.83874619","-73.84450491"
